0,0,70,0
0,70,140,0
0,140,210,0
0,210,280,0
0,280,350,0
0,350,420,0
0,421,491,0
0,491,561,0
0,561,631,0
0,631,701,0
0,701,771,0
0,771,841,0
0,842,912,0
0,912,982,0
0,982,1052,0
0,1052,1122,0
0,1122,1192,0
0,1192,1262,0
0,1263,1333,0
0,1333,1403,0
0,1403,1473,0
0,1473,1543,0
0,1543,1613,0
0,1613,1683,0
0,1684,1754,0
0,1754,1824,0
0,1824,1894,0
0,1894,1964,0
0,1964,2034,0
0,2034,2104,0
0,2105,2175,0
0,2175,2245,0
0,2245,2315,0
0,2315,2385,0
0,2385,2455,0
0,2456,2526,0
0,2526,2596,0
0,2596,2666,0
0,2666,2736,0
0,2736,2806,0
0,2806,2876,0
0,2877,2947,0
0,2947,3017,0
0,3017,3087,0
0,3087,3157,0
0,3157,3227,0
0,3227,3297,0
0,3298,3368,0
0,3368,3438,0
0,3438,3508,0
0,3508,3578,0
0,3578,3648,0
0,3648,3718,0
0,3719,3789,0
0,3789,3859,0
0,3859,3929,0
0,3929,3999,0
0,3999,4069,0
0,4069,4139,0
0,4140,4210,0
0,4210,4280,0
0,4280,4350,0
0,4350,4420,0
0,4420,4490,0
0,4490,4560,0
0,4561,4631,0
0,4631,4701,0
0,4701,4771,0
0,4771,4841,0
0,4841,4911,0
0,4912,4982,0
0,4982,5052,0
0,5052,5122,0
0,5122,5192,0
0,5192,5262,0
0,5262,5332,0
0,5333,5403,0
0,5403,5473,0
0,5473,5543,0
0,5543,5613,0
0,5613,5683,0
0,5683,5753,0
0,5754,5824,0
0,5824,5894,0
0,5894,5964,0
0,5964,6034,0
0,6034,6104,0
0,6104,6174,0
0,6175,6245,0
0,6245,6315,0
0,6315,6385,0
0,6385,6455,0
0,6455,6525,0
0,6525,6595,0
0,6596,6666,0
0,6666,6736,0
0,6736,6806,0
0,6806,6876,0
0,6876,6946,0
0,6946,7016,0
