0,0,36,0
0,36,72,0
0,73,109,0
0,109,145,0
0,146,182,0
0,183,219,0
0,219,255,0
0,256,292,0
0,292,328,0
0,329,365,0
0,366,402,0
0,402,438,0
0,439,475,0
0,475,511,0
0,512,548,0
0,549,585,0
0,585,621,0
0,622,658,0
0,659,695,0
0,695,731,0
0,732,768,0
0,768,804,0
0,805,841,0
0,842,878,0
0,878,914,0
0,915,951,0
0,951,987,0
0,988,1024,0
0,1025,1061,0
0,1061,1097,0
0,1098,1134,0
0,1135,1171,0
0,1171,1207,0
0,1208,1244,0
0,1244,1280,0
0,1281,1317,0
0,1318,1354,0
0,1354,1390,0
0,1391,1427,0
0,1427,1463,0
0,1464,1500,0
0,1501,1537,0
0,1537,1573,0
0,1574,1610,0
0,1610,1646,0
0,1647,1683,0
0,1684,1720,0
0,1720,1756,0
0,1757,1793,0
0,1794,1830,0
0,1830,1866,0
0,1867,1903,0
0,1903,1939,0
0,1940,1976,0
0,1977,2013,0
0,2013,2049,0
0,2050,2086,0
0,2086,2122,0
0,2123,2159,0
0,2160,2196,0
0,2196,2232,0
0,2233,2269,0
0,2270,2306,0
0,2306,2342,0
0,2343,2379,0
0,2379,2415,0
0,2416,2452,0
0,2453,2489,0
0,2489,2525,0
0,2526,2562,0
0,2562,2598,0
0,2599,2635,0
0,2636,2672,0
0,2672,2708,0
0,2709,2745,0
0,2745,2781,0
0,2782,2818,0
0,2819,2855,0
0,2855,2891,0
0,2892,2928,0
0,2929,2965,0
0,2965,3001,0
0,3002,3038,0
0,3038,3074,0
0,3075,3111,0
0,3112,3148,0
0,3148,3184,0
0,3185,3221,0
0,3221,3257,0
0,3258,3294,0
0,3295,3331,0
0,3331,3367,0
0,3368,3404,0
0,3405,3441,0
0,3441,3477,0
0,3478,3514,0
0,3514,3550,0
0,3551,3587,0
0,3588,3624,0
0,3624,3660,0
