0,0,70,0
0,70,140,0
0,140,210,0
0,210,280,0
0,280,350,0
0,351,421,0
0,421,491,0
0,491,561,0
0,561,631,0
0,632,702,0
0,702,772,0
0,772,842,0
0,842,912,0
0,913,983,0
0,983,1053,0
0,1053,1123,0
0,1123,1193,0
0,1193,1263,0
0,1264,1334,0
0,1334,1404,0
0,1404,1474,0
0,1474,1544,0
0,1545,1615,0
0,1615,1685,0
0,1685,1755,0
0,1755,1825,0
0,1826,1896,0
0,1896,1966,0
0,1966,2036,0
0,2036,2106,0
0,2107,2177,0
0,2177,2247,0
0,2247,2317,0
0,2317,2387,0
0,2387,2457,0
0,2458,2528,0
0,2528,2598,0
0,2598,2668,0
0,2668,2738,0
0,2739,2809,0
0,2809,2879,0
0,2879,2949,0
0,2949,3019,0
0,3020,3090,0
0,3090,3160,0
0,3160,3230,0
0,3230,3300,0
0,3301,3371,0
0,3371,3441,0
0,3441,3511,0
0,3511,3581,0
0,3581,3651,0
0,3652,3722,0
0,3722,3792,0
0,3792,3862,0
0,3862,3932,0
0,3933,4003,0
0,4003,4073,0
0,4073,4143,0
0,4143,4213,0
0,4214,4284,0
0,4284,4354,0
0,4354,4424,0
0,4424,4494,0
0,4495,4565,0
0,4565,4635,0
0,4635,4705,0
0,4705,4775,0
0,4775,4845,0
0,4846,4916,0
0,4916,4986,0
0,4986,5056,0
0,5056,5126,0
0,5127,5197,0
0,5197,5267,0
0,5267,5337,0
0,5337,5407,0
0,5408,5478,0
0,5478,5548,0
0,5548,5618,0
0,5618,5688,0
0,5689,5759,0
0,5759,5829,0
0,5829,5899,0
0,5899,5969,0
0,5969,6039,0
0,6040,6110,0
0,6110,6180,0
0,6180,6250,0
0,6250,6320,0
0,6321,6391,0
0,6391,6461,0
0,6461,6531,0
0,6531,6601,0
0,6602,6672,0
0,6672,6742,0
0,6742,6812,0
0,6812,6882,0
0,6882,6952,0
0,6953,7023,0
