0,7128264
0,20957636
0,33684532
0,36576452
0,42146280
0,42251400
0,65787700
0,75149552
0,86537580
0,109288316
0,137181604
0,251610028
0,271671564
0,273021608
0,338813696
0,406161460
0,406266612
0,476209868
0,504540444
0,545788004
0,583732280
0,699040668
0,713528196
0,738528112
0,738620344
0,747440052
0,747545468
0,747635280
0,923447824
0,925448108
0,929909236
0,943979456
0,944071924
0,946204168
0,961814972
0,986147344
0,999946152
0,1000051360
0,1023389976
0,1041218628
0,1053482384
0,1063075900
0,1063168160
0,1064207700
0,1096317540
0,1123304944
0,1126874520
0,1138692656
0,1143155164
0,1143260440
0,1148067620
0,1148741996
0,1152967284
0,1156316564
0,1175941044
0,1187089644
0,1201796868
0,1216997336
0,1217102456
0,1219659448
0,1219751560
0,1225459352
0,1238394976
0,1244869524
0,1312892956
0,1329187948
0,1338549980
0,1345018540
0,1395648468
0,1395753504
0,1398553268
0,1402778444
0,1419302512
0,1419390212
0,1430220668
0,1472152608
0,1472257656
0,1478698224
0,1521007684
0,1521112792
0,1552686484
0,1556004480
0,1561818116
0,1564165916
0,1574330828
0,1595955852
0,1653161676
0,1657529520
0,1675126536
0,1675815148
0,1730458548
0,1730563672
0,1778180548
0,1781530196
0,1809882100
0,1810550480
0,1842443200
0,1856722640
0,1930547176
0,1934340900
