0,24433765
0,42008544
0,42301426
0,65239428
0,71929021
0,87144908
0,124785960
0,131536600
0,134353707
0,136612378
0,138110525
0,157352588
0,175200132
0,175843181
0,182400422
0,192382806
0,219543227
0,228083897
0,253545271
0,255421882
0,271507849
0,287903087
0,291089929
0,297969221
0,320388786
0,324605107
0,335118490
0,371533065
0,383964223
0,385901783
0,389639226
0,400468944
0,418890293
0,419429925
0,421583908
0,422842908
0,432407475
0,434369142
0,461309848
0,544254772
0,552891549
0,553819178
0,558865580
0,559073632
0,571104777
0,602091408
0,603830071
0,616699823
0,623375248
0,730023882
0,751752924
0,769137990
0,772257253
0,787852227
0,792480097
0,804556662
0,826857083
0,861696812
0,866851538
0,869257580
0,880454920
0,896052574
0,908824931
0,923215004
0,1004957607
0,1035948621
0,1041274241
0,1046004160
0,1047616730
0,1067910852
0,1091564756
0,1092369021
0,1095417387
0,1151137495
0,1155720165
0,1197633736
0,1240837989
0,1268165591
0,1286183222
0,1311877518
0,1327873009
0,1336521507
0,1337990819
0,1346454687
0,1358699065
0,1375318083
0,1386252851
0,1424893667
0,1432575845
0,1475081939
0,1478875359
0,1488552165
0,1508776147
0,1521157866
0,1529104792
0,1554440981
0,1564129456
0,1608173510
0,1627756469
0,1629603513
