1,113,210336
1,653,359200
1,1376,466704
1,1540,411424
1,1800,493280
1,1982,14224
0,2120,270608
1,2133,491056
3,2297,123056
1,2917,256352
1,2991,294992
1,3065,13984
1,4505,114496
1,5002,512144
3,5087,511488
1,5537,489248
1,5571,34416
1,5684,122736
1,6119,314944
1,6131,287952
1,6280,344304
3,6569,293024
3,6848,211872
1,6911,325344
0,6984,514576
1,7431,199696
1,7909,165664
1,8143,287808
1,8397,157248
2,8447,117920
1,8691,10208
1,9294,316544
1,9329,226032
0,9330,46240
2,9349,244560
1,9542,483168
1,9602,140512
2,9714,318704
1,9743,208240
0,10763,129408
3,10830,422944
1,11000,427424
3,11175,13104
1,11279,229600
1,11670,432784
3,11808,327472
1,11867,79840
1,12254,210448
3,12553,195760
3,13044,381760
1,13053,247024
2,13091,195328
1,13244,406176
1,13352,229216
1,13442,492560
1,13716,176928
2,13849,344848
1,14076,203536
1,14558,382016
1,14568,93536
1,14576,255776
3,14680,80576
1,14714,509792
1,16150,167392
1,16288,419040
1,16306,99744
1,16355,388352
2,16386,418048
2,16409,372528
1,16505,64512
0,16606,77344
1,16880,256896
1,16889,399376
3,17317,215440
0,17379,58688
1,17465,69568
2,17589,479504
1,18138,426800
1,18166,332384
1,18569,300256
1,18644,287408
0,18851,450240
3,18905,203184
1,19248,134976
1,19337,246912
1,19359,462192
3,19853,287632
0,20071,69232
0,20622,337392
1,21012,171968
2,21368,202320
1,21427,383856
1,21570,321408
1,21718,2144
1,22147,184944
1,22333,219952
1,22430,483936
1,22514,255616
1,22610,266032
3,23053,353888
